"","LIF_HTKO_17","LIF_HTKO_25","LIF_TGA_20","LIF_TGA_22"
"Gm13972",0,3.53475106351709,2.88097007055262,4.15594764243655
"Gm13974",3.37702632059803,0.883687765879273,2.88097007055262,0
"Gm28494",37.9915461067279,39.7659494645673,67.2226349795611,34.6328970203046
"Gm13977",2.53276974044852,1.76737553175855,0.960323356850873,0
"BC052040",1472.38347578074,1127.58558926195,1203.28516613414,1867.40580733482
"Meis2",111.441868579735,54.7886414845149,163.254970664648,95.5867957760406
"2700033N17Rik",1.68851316029902,2.65106329763782,2.88097007055262,4.15594764243655
"G630016G05Rik",3.37702632059803,0.883687765879273,21.1271138507192,2.77063176162436
"Gm13991",409.464441372511,308.407030291866,290.977977125815,511.181560019695
"D330050G23Rik",37.1472895265784,37.9985739328087,39.3732576308858,18.0091064505584
"Gm29340",1.68851316029902,4.41843882939636,2.88097007055262,1.38531588081218
"Gm13981",764.052205035305,686.625394088195,610.765654957155,843.657371414619
"Spred1",2339.43498359429,3473.77660767142,4195.65274608147,1551.55378650964
"Fam98b",1452.12131785715,1413.90042540684,1746.82818611174,1266.17871506233
"Rasgrp1",106.376329098838,116.646785096064,62.4210181953068,2.77063176162436
"4930412B13Rik",9.28682238164459,8.83687765879272,7.68258685480699,4.15594764243655
"Gm13986",3.37702632059803,7.06950212703418,4.80161678425437,2.77063176162436
"Thbs1",227.105020060218,174.086489878217,108.516539324149,48.4860558284264
"Fsip1",165.474289709304,126.367350520736,87.3894254734295,124.678429273096
"Gm29232",0,1.76737553175855,2.88097007055262,5.54126352324873
"Gpr176",10.9753355419436,15.0226920199476,4.80161678425437,11.0825270464975
"Eif2ak4",1436.08044283431,1267.20825627088,1232.09486683967,2165.24872170944
"Srp14",1604.08750228407,1480.17700784778,1556.68416145527,3011.67672488568
"Bmf",1309.44195581189,1444.82949721261,1006.41887797972,775.776893254822
"Gm14016",4539.56763146391,4959.25574211448,4256.15311756307,2744.31075988893
"Bub1b",6347.96522614415,7077.45531692709,7447.30763237852,9094.59875753198
"Pak6",175.605368671098,147.575856901839,193.024994727026,505.640296496447
"Ankrd63",0.844256580149508,6.18581436115491,0.960323356850873,1.38531588081218
"Plcb2",14.3523618625416,26.5106329763782,30.7303474192279,5.54126352324873
"Inafm2",215.285427938125,111.344658500788,104.675245896745,538.887877635939
"Ccdc9b",38.8358026868774,42.4170127622051,35.5319642034823,106.669322822538
"Disp2",31.2374934655318,22.0921941469818,16.3254970664648,15.238474688934
"Knstrn",1431.85915993357,1299.90470360841,1349.25431637548,1690.08537459086
"Ivd",2157.07556228199,1973.27478120842,2058.93327708827,3188.99715762964
"Bahd1",1110.1974028966,827.131748862999,766.338038766997,1076.39043939107
"Chst14",116.507408060632,94.5545909490822,117.159449535807,128.834376915533
"Uqcrh-ps2",554.676573158227,855.409757371136,1171.59449535807,692.657940406091
"Ccdc32",338.546888639953,302.221215930711,289.057330412113,270.136596758376
"Rpusd2",871.272790714292,1070.1458844798,954.561416709768,867.207741388426
"Knl1",3038.47943195808,3319.13124864255,3076.8760353502,2177.71656463675
"Rad51",3396.44422194147,3787.48576455856,4249.43085406511,2931.32840379858
"Rmdn3",415.374237433558,313.709156887142,339.954468325209,422.521343647716
"Gchfr",43.0570855876249,36.2311984010502,43.2145510582893,37.4035287819289
"Dnajc17",205.15434897633,239.479384553283,226.636312216806,385.117814865787
"Zfyve19",272.694875388291,289.849587208401,292.898623839516,349.09960196467
